N,Должность,Язык.программирования,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Еще.студент,Уровень.английского,Дата.заполнения,User.Agent,exp,current_job_exp,salary,avg
5298,Junior Software Engineer,PHP,1,1,1000,900,Винница,до 50 человек,Продуктовая,мужской,22,Незаконченное высшее,True,выше среднего,20/06/2017 16:30:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",1.0,1.0,1000,
5301,Software Engineer,C#/.NET,2,меньше 3 месяцев,1500,-1500,Киев,до 50 человек,Продуктовая,мужской,33,Незаконченное высшее,False,выше среднего,20/06/2017 16:30:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.0,1500,
5302,Software Engineer,PHP,5,3,2000,0,Киев,до 10 человек,Аутсорсинговая,мужской,25,Высшее,False,средний,20/06/2017 16:30:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",5.0,3.0,2000,
5304,Senior Software Engineer,Java,6,2,2300,0,Винница,до 200 человек,Аутсорсинговая,мужской,32,Высшее,False,средний,20/06/2017 16:30:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,2.0,2300,
5306,Senior Software Engineer,Objective-C,5,1.5,2600,300,Киев,до 50 человек,Аутстаффинговая,мужской,33,Высшее,False,выше среднего,20/06/2017 16:31:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:54.0) Gecko/20100101 Firefox/54.0,5.0,1.5,2600,
5310,Software Engineer,C#/.NET,1.5,0.5,1000,750,Киев,до 10 человек,Аутсорсинговая,мужской,23,Высшее,False,ниже среднего,20/06/2017 16:31:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,1000,
5311,Junior Software Engineer,Java,1,1,850,850,Киев,до 200 человек,Аутсорсинговая,мужской,23,Высшее,False,средний,20/06/2017 16:31:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,850,
5313,Software Engineer,Java,4,0.5,2500,700,Харьков,до 50 человек,Стартап,мужской,23,Незаконченное высшее,False,выше среднего,20/06/2017 16:31:25,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.5,2500,
5316,Software Engineer,Python,0.25,меньше 3 месяцев,1500,300,Харьков,до 1000 человек,Аутстаффинговая,мужской,33,Высшее,False,средний,20/06/2017 16:31:42,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,0.25,0.0,1500,
5317,Technical Lead,Python,10 и более лет,7,2700,0,Харьков,до 10 человек,Аутстаффинговая,мужской,31,Незаконченное высшее,False,выше среднего,20/06/2017 16:31:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,7.0,2700,
5318,Software Engineer,PHP,6,6,950,100,Николаев,до 50 человек,Аутсорсинговая,мужской,26,Высшее,False,средний,20/06/2017 16:31:44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",6.0,6.0,950,
5319,Software Engineer,C#/.NET,1.5,0.25,300,-500,Киев,до 10 человек,Аутсорсинговая,женский,27,Высшее,False,продвинутый,20/06/2017 16:31:46,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",1.5,0.25,300,
5321,Software Engineer,JavaScript,1,1,770,470,Киев,до 200 человек,Продуктовая,мужской,22,Высшее,True,продвинутый,20/06/2017 16:31:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,770,
5322,Software Engineer,C++,9,4,3500,200,Одесса,до 1000 человек,Аутсорсинговая,мужской,31,Высшее,False,продвинутый,20/06/2017 16:31:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",9.0,4.0,3500,
5327,Software Engineer,PHP,5,1.5,1150,200,Харьков,до 50 человек,Аутсорсинговая,мужской,29,Техникум / Колледж,False,элементарный,20/06/2017 16:32:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,1.5,1150,
5329,Software Engineer,Java,3,0.25,1800,-1000,Киев,до 200 человек,Аутсорсинговая,мужской,28,Высшее,False,средний,20/06/2017 16:32:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,1800,
5331,Software Engineer,JavaScript,1.5,1.5,1250,750,Удаленно,до 10 человек,Продуктовая,мужской,25,Высшее,False,средний,20/06/2017 16:32:52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1250,
5333,Software Engineer,JavaScript,1.5,1.5,1000,700,Харьков,до 50 человек,Продуктовая,мужской,25,Высшее,False,ниже среднего,20/06/2017 16:32:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,
5334,Software Engineer,Swift,3,2,1900,900,Киев,до 200 человек,Аутсорсинговая,мужской,24,Кандидат,True,выше среднего,20/06/2017 16:32:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,2.0,1900,
5335,Software Engineer,C#/.NET,10 и более лет,3,2100,600,Львов,до 10 человек,Продуктовая,мужской,39,Высшее,False,ниже среднего,20/06/2017 16:32:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",10.0,3.0,2100,
5336,Technical Lead,C#/.NET,8,4,4400,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,False,выше среднего,20/06/2017 16:33:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",8.0,4.0,4400,
5339,Software Engineer,JavaScript,1,0.5,900,400,Киев,до 10 человек,Аутсорсинговая,мужской,23,Высшее,False,средний,20/06/2017 16:33:15,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,900,
5340,Technical Lead,PHP,10 и более лет,5,2900,400,Киев,до 50 человек,Продуктовая,мужской,32,Высшее,False,выше среднего,20/06/2017 16:33:17,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,5.0,2900,
5341,Software Engineer,JavaScript,1.5,1.5,1300,700,Киев,до 10 человек,Аутсорсинговая,женский,25,Высшее,False,выше среднего,20/06/2017 16:33:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1300,
5344,Software Engineer,Java,1.5,1.5,1400,400,Киев,до 50 человек,Продуктовая,мужской,30,Высшее,False,выше среднего,20/06/2017 16:33:42,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,1.5,1400,
5348,Senior Software Engineer,C,10 и более лет,2,4500,0,Киев,до 10 человек,Аутстаффинговая,мужской,41,Высшее,False,продвинутый,20/06/2017 16:34:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,2.0,4500,
5350,Senior Software Engineer,JavaScript,4,0.5,3000,750,Киев,свыше 1000 человек,Аутстаффинговая,мужской,29,Высшее,False,средний,20/06/2017 16:34:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.5,3000,
5352,Junior Software Engineer,PHP,2,меньше 3 месяцев,380,100,Киев,до 10 человек,Стартап,мужской,22,Высшее,False,ниже среднего,20/06/2017 16:34:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,380,
5353,Senior Software Engineer,Java,5,0.25,4600,1400,Львов,до 1000 человек,Аутстаффинговая,мужской,26,Высшее,False,продвинутый,20/06/2017 16:34:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,4600,
5354,Senior Software Engineer,C#/.NET,10 и более лет,0.5,2500,110,Киев,до 1000 человек,Аутсорсинговая,мужской,31,Два высших,False,продвинутый,20/06/2017 16:34:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,2500,
5355,Technical Lead,C++,10 и более лет,1.5,3000,0,Киев,до 10 человек,Продуктовая,мужской,38,Высшее,False,средний,20/06/2017 16:34:38,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,1.5,3000,
5356,System Architect,Java,10 и более лет,4,6200,-400,Одесса,до 10 человек,Стартап,мужской,31,Высшее,False,продвинутый,20/06/2017 16:34:50,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,4.0,6200,
5357,Junior Software Engineer,JavaScript,1.5,0.5,800,400,Харьков,до 50 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,False,ниже среднего,20/06/2017 16:35:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,800,
5358,Software Engineer,JavaScript,6,2,2550,250,Харьков,до 50 человек,Аутсорсинговая,мужской,32,Высшее,False,выше среднего,20/06/2017 16:35:07,"Mozilla/5.0 (Linux; Android 7.0; SM-A710F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",6.0,2.0,2550,
5360,Technical Lead,Java,10 и более лет,1.5,3700,100,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,31,Высшее,False,продвинутый,20/06/2017 16:35:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,3700,
5362,Senior Software Engineer,C#/.NET,7,1.5,3250,250,Киев,свыше 1000 человек,Аутсорсинговая,мужской,29,Высшее,False,средний,20/06/2017 16:35:42,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,7.0,1.5,3250,
5365,Junior Software Engineer,PHP,1,0.25,580,0,Киев,до 50 человек,Аутсорсинговая,мужской,35,Незаконченное высшее,False,средний,20/06/2017 16:35:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.25,580,
5366,Senior Software Engineer,C++,5,2,2400,900,Киев,до 10 человек,Стартап,мужской,29,Высшее,False,ниже среднего,20/06/2017 16:35:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",5.0,2.0,2400,
5368,Senior Software Engineer,PHP,9,1,3300,0,Киев,свыше 1000 человек,Аутстаффинговая,мужской,29,Высшее,False,продвинутый,20/06/2017 16:36:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",9.0,1.0,3300,
5369,Software Engineer,JavaScript,6,0.5,2500,-300,Харьков,до 50 человек,Аутсорсинговая,мужской,30,Высшее,False,средний,20/06/2017 16:36:07,"Mozilla/5.0 (Linux; Android 6.0.1; MI 5 Build/MXB48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",6.0,0.5,2500,
5372,Senior Software Engineer,PHP,9,2,3600,0,Львов,до 200 человек,Аутсорсинговая,мужской,35,Высшее,False,средний,20/06/2017 16:36:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",9.0,2.0,3600,
5373,Software Engineer,Ruby/Rails,6,1,2200,200,Киев,до 50 человек,Аутсорсинговая,мужской,30,Высшее,False,средний,20/06/2017 16:36:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",6.0,1.0,2200,
5378,Technical Lead,C#/.NET,10 и более лет,10 и более лет,3800,0,Днепр,до 50 человек,Продуктовая,мужской,41,Высшее,False,средний,20/06/2017 16:37:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,10.0,3800,
5384,Technical Lead,Ruby/Rails,2,0.25,2300,600,Киев,до 200 человек,Другая,мужской,25,Высшее,False,выше среднего,20/06/2017 16:37:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.25,2300,
5385,Senior Software Engineer,C++,10 и более лет,меньше 3 месяцев,3900,700,Львов,до 1000 человек,Аутсорсинговая,мужской,37,Высшее,False,средний,20/06/2017 16:37:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",10.0,0.0,3900,
5387,Senior Software Engineer,JavaScript,6,0.5,5500,1000,Удаленно,до 10 человек,Стартап,мужской,27,Высшее,False,выше среднего,20/06/2017 16:38:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,0.5,5500,
5388,Software Engineer,JavaScript,4,0.5,2000,250,Киев,до 1000 человек,Продуктовая,женский,23,Высшее,False,выше среднего,20/06/2017 16:38:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.5,2000,
5390,Software Engineer,Objective-C,6,2,3230,285,Киев,до 10 человек,Аутсорсинговая,женский,27,Высшее,False,выше среднего,20/06/2017 16:38:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",6.0,2.0,3230,
5391,Senior Software Engineer,JavaScript,5,0.5,4500,2800,Киев,до 200 человек,Продуктовая,мужской,21,Незаконченное высшее,False,продвинутый,20/06/2017 16:38:23,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",5.0,0.5,4500,
5393,Software Engineer,Java,3,3,1000,0,Чернигов,до 50 человек,Продуктовая,мужской,25,Высшее,False,ниже среднего,20/06/2017 16:38:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1000,
5395,Software Engineer,C#/.NET,1,0.25,1000,700,Харьков,до 200 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,False,средний,20/06/2017 16:38:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.25,1000,
5397,Technical Lead,JavaScript,10 и более лет,меньше 3 месяцев,5500,2500,Киев,до 50 человек,Аутстаффинговая,мужской,29,Незаконченное высшее,False,продвинутый,20/06/2017 16:38:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.0,5500,
5398,Junior Software Engineer,JavaScript,меньше 3 месяцев,меньше 3 месяцев,500,-2000,Киев,до 200 человек,Аутсорсинговая,мужской,35,Высшее,False,выше среднего,20/06/2017 16:39:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,0.0,0.0,500,
5399,Software Engineer,Python,10 и более лет,0.25,2000,1000,Ивано-Франковск,до 10 человек,Продуктовая,мужской,33,Незаконченное высшее,False,продвинутый,20/06/2017 16:39:01,Mozilla/5.0 (X11; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0,10.0,0.25,2000,
